0>67.7740863787
0.1613147727>1637.8737541528
0.1702767045>321.926910299
0.1747576705>355.8139534884
0.1747576705>333.2225913621
0.1747576705>141.196013289
0.1792386364>869.7674418605
0.1792386364>513.9534883721
0.1837196023>73.4219269103
0.1837196023>112.9568106312
0.1837196023>112.9568106312
0.1882005682>372.7574750831
0.1882005682>1637.8737541528
0.1882005682>1637.8737541528
0.1971625>1632.2259136213
0.1971625>864.1196013289
0.1971625>73.4219269103
0.2016434659>1513.6212624585
0.2016434659>79.0697674419
0.2016434659>1620.9302325581
0.2061244318>1541.8604651163
0.2106053977>536.5448504983
0.2106053977>1609.634551495
0.2106053977>1609.634551495
0.2106053977>1637.8737541528
0.2106053977>1637.8737541528
0.2195673295>852.8239202658
0.2195673295>559.1362126246
0.2195673295>90.365448505
0.2195673295>1536.2126245847
0.2240482955>1530.5647840532
0.2285292614>847.1760797342
0.2330102273>632.5581395349
0.2330102273>609.9667774086
0.2330102273>163.7873754153
0.2330102273>169.4352159468
0.2374911932>107.3089700997
0.2374911932>1524.9169435216
0.2374911932>1609.634551495
0.2419721591>1637.8737541528
0.2419721591>1513.6212624585
0.2419721591>1513.6212624585
0.2419721591>1507.9734219269
0.246453125>830.2325581395
0.246453125>1502.3255813954
0.2509340909>1598.3388704319
0.2509340909>118.6046511628
0.2554150568>818.9368770764
0.2554150568>689.0365448505
0.2554150568>1507.9734219269
0.2554150568>1507.9734219269
0.2598960227>1598.3388704319
0.2643769886>1496.6777408638
0.2643769886>1496.6777408638
0.2643769886>146.8438538206
0.2688579545>835.8803986711
0.2688579545>722.9235880399
0.2733389205>480.0664451827
0.2823008523>1615.2823920266
0.2867818182>818.9368770764
0.2867818182>513.9534883721
0.2867818182>768.1063122924
0.2867818182>197.6744186047
0.2912627841>1474.0863787376
0.2912627841>163.7873754153
0.29574375>525.2491694352
0.29574375>163.7873754153
0.29574375>1581.3953488372
0.3047056818>1598.3388704319
0.3047056818>1581.3953488372
0.3091866477>175.0830564784
0.3136676136>813.2890365449
0.3226295455>192.0265780731
0.3226295455>1468.438538206
0.3226295455>1530.5647840532
0.3271105114>1615.2823920266
0.3315914773>830.2325581395
0.3315914773>1440.1993355482
0.3315914773>581.7275747508
0.3315914773>197.6744186047
0.3315914773>1513.6212624585
0.3405534091>1434.5514950166
0.3405534091>214.6179401993
0.3405534091>1620.9302325581
0.345034375>593.023255814
0.345034375>220.2657807309
0.345034375>1468.438538206
0.345034375>1468.438538206
0.3495153409>1445.8471760797
0.3495153409>1587.0431893688
0.3539963068>1558.803986711
0.3539963068>943.1893687708
0.3539963068>1457.1428571429
0.3539963068>1462.7906976744
0.3539963068>1462.7906976744
0.3539963068>615.6146179402
0.3539963068>1570.0996677741
0.3584772727>818.9368770764
0.3584772727>248.5049833887
0.3674392045>931.8936877076
0.3674392045>1553.1561461794
0.3674392045>1491.0299003322
0.3719201705>632.5581395349
0.3719201705>1496.6777408638
0.3764011364>1428.9036544851
0.3764011364>265.4485049834
0.3764011364>1553.1561461794
0.3764011364>1564.4518272425
0.3764011364>1564.4518272425
0.3808821023>1440.1993355482
0.3808821023>1440.1993355482
0.3853630682>779.4019933555
0.3853630682>666.4451827243
0.3853630682>276.7441860465
0.3853630682>1541.8604651163
0.3898440341>282.3920265781
0.3898440341>1530.5647840532
0.3898440341>1553.1561461794
0.394325>1010.9634551495
0.394325>1428.9036544851
0.3988059659>1400.6644518273
0.4032869318>1027.9069767442
0.4032869318>1541.8604651163
0.4122488636>1039.2026578073
0.4122488636>745.5149501661
0.4122488636>304.9833887043
0.4167298295>1400.6644518273
0.4256917614>1050.4983388704
0.4346536932>1078.7375415282
0.4346536932>1395.0166112957
0.4391346591>739.8671096346
0.443615625>1485.3820598007
0.443615625>327.5747508306
0.4480965909>728.5714285714
0.4525775568>1140.8637873754
0.4525775568>1140.8637873754
0.4525775568>1118.2724252492
0.4525775568>1112.6245847176
0.4525775568>344.5182724253
0.4570585227>1146.511627907
0.4615394886>355.8139534884
0.4615394886>1378.073089701
0.4660204545>694.6843853821
0.4705014205>1400.6644518273
0.4705014205>1400.6644518273
0.4794633523>694.6843853821
0.4794633523>1423.2558139535
0.4884252841>1406.3122923588
0.49290625>1440.1993355482
0.49290625>1186.0465116279
0.4973872159>378.4053156146
0.4973872159>1411.9601328904
0.5018681818>395.3488372093
0.5018681818>406.6445182724
0.5063491477>672.0930232558
0.5063491477>412.292358804
0.5108301136>1395.0166112957
0.5153110795>768.1063122924
0.5242730114>1231.2292358804
0.5242730114>429.2358803987
0.5287539773>1231.2292358804
0.5287539773>660.7973421927
0.5332349432>660.7973421927
0.5377159091>440.5315614618
0.5556397727>660.7973421927
0.5556397727>451.8272425249
0.5690826705>463.122923588
0.5690826705>463.122923588
0.5735636364>1315.9468438538
0.5735636364>463.122923588
0.5780446023>1395.0166112957
0.5780446023>1282.0598006645
0.5780446023>638.2059800664
0.6721448864>1389.3687707641
0.6811068182>1332.8903654485
0.7214355114>1383.7209302326
0.7528022727>1349.8338870432
0.7528022727>1293.3554817276
0.7662451705>643.853820598
0.7662451705>1293.3554817276
0.7707261364>1231.2292358804
0.7752071023>643.853820598
0.7752071023>440.5315614618
0.7796880682>457.4750830565
0.7976119318>632.5581395349
0.8110548295>632.5581395349
0.8200167614>632.5581395349
0.8200167614>1202.9900332226
0.8244977273>1270.7641196013
0.8244977273>1287.707641196
0.8424215909>615.6146179402
0.8424215909>474.4186046512
0.8424215909>474.4186046512
0.8469025568>474.4186046512
0.8469025568>1191.6943521595
0.8513835227>609.9667774086
0.8513835227>1259.4684385382
0.8603454545>1304.6511627907
0.8648264205>587.3754152824
0.8648264205>1169.1029900332
0.8782693182>587.3754152824
0.88723125>485.7142857143
0.9006741477>1191.6943521595
0.9006741477>1276.4119601329
0.9051551136>513.9534883721
0.9051551136>513.9534883721
0.9051551136>1197.342192691
0.9096360795>1310.2990033223
0.9096360795>587.3754152824
0.9185980114>587.3754152824
0.9230789773>1299.0033222591
0.9230789773>519.6013289037
0.9230789773>609.9667774086
0.9275599432>598.6710963455
0.9320409091>1208.6378737542
0.9320409091>1270.7641196013
0.9320409091>1276.4119601329
0.936521875>626.9102990033
0.936521875>1174.7508305648
0.936521875>1355.4817275748
0.9410028409>559.1362126246
0.9410028409>497.0099667774
0.9410028409>1270.7641196013
0.9454838068>1349.8338870432
0.9454838068>1383.7209302326
0.9499647727>1169.1029900332
0.9544457386>604.3189368771
0.9634076705>485.7142857143
0.9678886364>1259.4684385382
0.9723696023>1332.8903654485
0.9723696023>604.3189368771
0.9813315341>609.9667774086
0.9813315341>485.7142857143
0.9813315341>1157.8073089701
0.9813315341>1253.8205980067
0.9813315341>1276.4119601329
0.9858125>1361.1295681063
0.9858125>480.0664451827
0.9858125>1152.1594684385
0.9947744318>621.2624584718
0.9947744318>1287.707641196
0.9992553977>626.9102990033
0.9992553977>1400.6644518273
1.0037363636>1349.8338870432
1.0082173295>1293.3554817276
1.0126982955>1169.1029900332
1.0126982955>457.4750830565
1.0126982955>1140.8637873754
1.0171792614>643.853820598
1.0171792614>1135.2159468439
1.0216602273>1366.7774086379
1.0216602273>1191.6943521595
1.0216602273>451.8272425249
1.0216602273>1140.8637873754
1.0261411932>1265.1162790698
1.0261411932>1434.5514950166
1.0306221591>660.7973421927
1.0306221591>1078.7375415282
1.035103125>649.5016611296
1.035103125>1451.4950166113
1.0395840909>1378.073089701
1.0440650568>1163.4551495017
1.0485460227>1270.7641196013
1.0530269886>417.9401993355
1.0530269886>672.0930232558
1.0530269886>1084.3853820598
1.0530269886>1451.4950166113
1.0619889205>1389.3687707641
1.0619889205>655.1495016611
1.0619889205>417.9401993355
1.0619889205>677.7408637874
1.0664698864>1219.9335548173
1.0664698864>1084.3853820598
1.0709508523>660.7973421927
1.0709508523>412.292358804
1.0754318182>666.4451827243
1.0754318182>378.4053156146
1.0754318182>1033.5548172758
1.0754318182>1039.2026578073
1.0799127841>1073.0897009967
1.0888747159>1395.0166112957
1.0888747159>1152.1594684385
1.0888747159>372.7574750831
1.0888747159>1027.9069767442
1.0933556818>1067.4418604651
1.0933556818>1451.4950166113
1.0978366477>355.8139534884
1.0978366477>1027.9069767442
1.0978366477>1061.7940199336
1.1023176136>1417.6079734219
1.1023176136>1022.2591362126
1.1067985795>1372.4252491694
1.1067985795>694.6843853821
1.1112795455>1129.5681063123
1.1112795455>728.5714285714
1.1157605114>1050.4983388704
1.1157605114>1479.7342192691
1.1202414773>1417.6079734219
1.1202414773>333.2225913621
1.1247224432>728.5714285714
1.1292034091>1078.7375415282
1.1292034091>728.5714285714
1.1292034091>333.2225913621
1.1292034091>954.4850498339
1.1292034091>1451.4950166113
1.1292034091>1485.3820598007
1.1381653409>327.5747508306
1.1381653409>960.1328903654
1.1426463068>1496.6777408638
1.1426463068>1485.3820598007
1.1471272727>1050.4983388704
1.1471272727>734.219269103
1.1516082386>1428.9036544851
1.1516082386>304.9833887043
1.1560892045>739.8671096346
1.1560892045>310.6312292359
1.1560892045>960.1328903654
1.1605701705>288.0398671096
1.1650511364>1440.1993355482
1.1650511364>1541.8604651163
1.1650511364>1395.0166112957
1.1650511364>1022.2591362126
1.1695321023>756.8106312292
1.1695321023>282.3920265781
1.182975>1553.1561461794
1.182975>1434.5514950166
1.182975>994.0199335548
1.182975>643.853820598
1.182975>1547.5083056478
1.182975>1547.5083056478
1.1874559659>768.1063122924
1.1874559659>271.096345515
1.1874559659>186.3787375415
1.1919369318>1541.8604651163
1.1919369318>220.2657807309
1.1964178977>903.6544850498
1.1964178977>621.2624584718
1.1964178977>643.853820598
1.2008988636>242.8571428571
1.2008988636>242.8571428571
1.2053798295>254.1528239203
1.2053798295>581.7275747508
1.2053798295>638.2059800664
1.2053798295>1440.1993355482
1.2053798295>1457.1428571429
1.2053798295>1519.26910299
1.2098607955>242.8571428571
1.2098607955>570.4318936877
1.2188227273>892.3588039867
1.2233036932>1598.3388704319
1.2233036932>1451.4950166113
1.232265625>785.049833887
1.2367465909>225.9136212625
1.2367465909>169.4352159468
1.2367465909>214.6179401993
1.2412275568>214.6179401993
1.2457085227>208.9700996678
1.2636323864>1570.0996677741
1.2636323864>1474.0863787376
1.2636323864>813.2890365449
1.2681133523>192.0265780731
1.2770752841>525.2491694352
1.2770752841>525.2491694352
1.2949991477>1457.1428571429
1.2949991477>163.7873754153
1.2949991477>163.7873754153
1.2949991477>655.1495016611
1.2994801136>1502.3255813954
1.2994801136>830.2325581395
1.2994801136>689.0365448505
1.3039610795>1598.3388704319
1.3039610795>208.9700996678
1.3039610795>208.9700996678
1.3084420455>745.5149501661
1.3084420455>446.1794019934
1.3084420455>468.7707641196
1.3129230114>163.7873754153
1.3174039773>186.3787375415
1.3218849432>451.8272425249
1.330846875>1637.8737541528
1.3353278409>858.4717607973
1.3353278409>107.3089700997
1.3353278409>643.853820598
1.3398088068>1536.2126245847
1.3398088068>801.9933554817
1.3398088068>626.9102990033
1.3398088068>101.6611295681
1.3442897727>559.1362126246
1.3487707386>355.8139534884
1.3487707386>384.0531561462
1.3532517045>858.4717607973
1.3532517045>593.023255814
1.3532517045>107.3089700997
1.3577326705>304.9833887043
1.3666946023>96.0132890365
1.3711755682>107.3089700997
1.3756565341>50.8305647841
1.3801375>1592.6910299003
1.3801375>858.4717607973
1.3846184659>841.5282392027
1.3846184659>412.292358804
1.3846184659>536.5448504983
1.3890994318>847.1760797342
1.3935803977>96.0132890365
1.4025423295>90.365448505
1.4115042614>1530.5647840532
1.4115042614>316.2790697674
1.4159852273>847.1760797342
1.4159852273>457.4750830565
1.4204661932>39.5348837209
1.4249471591>451.8272425249
1.4383900568>355.8139534884
1.4428710227>79.0697674419
1.4428710227>62.1262458472
1.4473519886>852.8239202658
1.4518329545>875.415282392
1.4563139205>813.2890365449
1.4652758523>847.1760797342
1.4742377841>869.7674418605
1.4921616477>22.5913621262
1.4966426136>1564.4518272425
1.4966426136>858.4717607973
1.5190474432>869.7674418605
1.5235284091>67.7740863787
1.5235284091>73.4219269103
1.5324903409>875.415282392
1.5414522727>67.7740863787
1.5638571023>1581.3953488372
